,tweet_id,sentiment,content
29,1956973690,worry,I HATE CANCER. I HATE IT I HATE IT I HATE IT.
30,1956974706,hate,It is so annoying when she starts typing on her computer in the middle of the night!
31,1956975441,neutral,@cynthia_123 i cant sleep
32,1956975860,neutral,I missed the bl***y bus!!!!!!!!
33,1956975876,neutral,feels strong contractions but wants to go out.  http://plurk.com/p/wxidk
34,1956975927,neutral,SoCal!  stoked. or maybe not.. tomorrow
35,1956976187,neutral,Screw you @davidbrussee! I only have 3 weeks...
36,1956976312,sadness,@ether_radio yeah :S i feel all funny cause i haven't slept enough  i woke my mum up cause i was singing she's not impressed :S you?
37,1956976371,worry,I need skott right now
38,1956976557,neutral,has work this afternoon
39,1956976681,neutral,@GABBYiSACTiVE Aw you would not unfollow me would you? Then I would cry
40,1956977084,happiness,mmm much better day... so far! it's still quite early. last day of #uds
41,1956977187,fun,@DavidArchie &lt;3 your gonna be the first  twitter ;) cause your amazing lol. come to canada  would do anything to see you perform
42,1956977618,worry,just picked up her Blackberry from the middle of the street! Both she and it are crushed!
43,1956977624,worry,Why do I have the feeling I should be packing and hitting for SFO around this time of the year? I think I'm missing something...
44,1956978276,empty,@creyes middle school and elem. High schools will remain open for those who need credits to graduate. Cali is broken
45,1956978410,worry,"Bed!!!!!... its time,..... hope i go to school tomorrow, all though i don't feel very well right now"
46,1956978668,worry,"@onscrn Ahh.  ... Well, I was hoping that I could learn some stuff on the way. ... Why not you and I work on separate things but also"
47,1956979150,sadness,I'm having a problem with my photo here in twitter amf!!!...can't see my face!
48,1956979437,neutral,"@jakeboyd, oh noooo!  if i blow a tire you're reaaaally going to have to send up some batman smoke."
49,1956979756,neutral,wnna take a bath!!!!
50,1956979894,neutral,Chocolate milk is so much better through a straw. I lack said straw
51,1956979900,worry,why am i so tired?
52,1956979917,empty,@djmicdamn hey yu lil fucker i textd yu
53,1956980788,neutral,"@Mennard time diff and i've just been wrapped up in day to day stuff so i havent been tweeting. talk soon,must sleep...up in 6hrs"
54,1956980883,neutral,@benballer  no way! damn that sucks B!  are you ok?
55,1956980972,worry,sucks not being able to take days off of work or have the money to take the trip  so sad
56,1956981427,enthusiasm,"bed...sorta. today was good, sara has strep thought Angelina does to; i shared a water with her B4 they told me, i will prob get it to"
57,1956981850,neutral,@ramtops the recession. her hotel are restructuring how the accounts are done. adds a bit more pressure in the short term but we'll cope
58,1956982075,neutral,@lostluna But I got dibs on Sulu...
59,1956982383,sadness,"@maternitytees Aww  Onward and upwards now, yay! Still sad to leave I bet."
60,1956982449,worry,@itsgabbith at once haha.  poor aby still gets sore!
61,1956982576,sadness,diesel yaris... 70mpg  so sad its not available in the US. That'd be awesome.
62,1956982605,sadness,I want to buy this great album but unfortunately i dont hav enuff funds  its &quot;long time noisy&quot;
63,1956983160,sadness,@Pokinatcha  in all honesty...pain   blech.
64,1956983171,sadness,Ok ... the passengers ... no one is alive ... they're all dead ... you just don't know it til the end ... then you cry ...
65,1956983467,neutral,At home alone with not much to do
66,1956983509,worry,@DavidCookLove ia so much! i haven't really been happy with any of cooks choices for singles.
67,1956983690,sadness,@vincew @stefanyngo  i fell asleep on the beach and didn't put on enough sunscreen  lol
68,1956983851,worry,So i think my son might have the flu cause I def. just cleaned up a stanky puke mess  Poor pumkpin
69,1956983874,happiness,"So great to see Oin &amp; Cynthia.  So happy.  Dinner was great, cute little place.  Too bad Oin got sick afterwards."
70,1956983931,neutral,I cant give @jertronic any bday nudges.
71,1956984185,worry,...and all woman who transfer their first impressions (sexual/maternal) onto a less 'threatening' man -- are themselves as weak as 'Him'
72,1956984205,neutral,Brothers Bloom won't be opening this weekend in El Paso.  I'll just buy Brick and enjoy that until I can watch Brothers Bloom.
73,1956984559,neutral,says I miss plurking.  http://plurk.com/p/wxion
74,1956984864,worry,"Bitten to blood by my cat, on my way for a rabies bacterin. Seems 7 shots for 2 months. Never wash my cats at home again, they hate water"
75,1956984894,neutral,I miss Voobys!
76,1956985129,neutral,@Dancing_Monk Neither are ELP!!
77,1956985535,happiness,"@havingmysay  dude, that is my favorite sandwich place ever. ummm did you take PICTURES?"
78,1956985612,worry,is sad that shin ae got married...and it wasn't to alex
79,1956985758,worry,"@shondarhimes Sure you will tweet about this when you're back, but news is abuzz about TR Knight's leaving &quot;confirmed&quot; today.  Muy triste."
80,1956985764,sadness,@RachelLock22 ohh thursday i have exams.. all day  what about wednesday ?
81,1956985973,neutral,there was a mix up with my dentist appt this afternoon. so they rescheduled me for tomorrow @ 9am.
82,1956986211,sadness,"@gcrush @nopantsdance i was just thinking about how excited i am for you guys to move, but then i realized how sad i am to see you go."
83,1956986359,worry,"goooood mooorning people... sun is out.. definitly spring now, we had our first spring hail storm, my car has dimples now.."
84,1956986767,sadness,@artfuldodga I love those 'it'sakey' USB sticks. We only have the 4GB in Australia
85,1956987381,worry,fresh prince and sleepy sleeps my nightly routine  gotta go to Dmv early tmrw
86,1956987600,hate,dammit! hulu desktop has totally screwed up my ability to talk to a particular port on one of our dev servers. so i can't watch and code
87,1956987828,worry,@emmarler i am jealous of your mom talking to @taylorswift13. i want to see you all our twittering is making me miss you
88,1956987904,worry,I can't sleep...I keep thinking about the puppy I played with today
89,1956987950,worry,.. I'm suppposed to be sleep. But i got some much to do. &amp; i got that one part of the song stuck in my head &quot;your a jerk (iknow)&quot;  blaahh
90,1956988145,neutral,@lepetitagneau what's going on sweetheart?
91,1956988218,neutral,"How can it be so freaking difficult to get a system-wide spellchecker? Shit, I'd settle for an office suite one. Stupid unhelpful Windows"
92,1956988223,worry,"Last one month due to summer, strawberry is not availble in the Chennai markets!"
93,1956988477,neutral,@willxxmobb work at 6am. Gotta go to bed soon
94,1956989093,love,@RobertF3 correct! I ADORE him. I just plucked him up and put him under my arm cuz he was cryin.  All better now! Hahaha
95,1956989514,sadness,@sweeetnspicy hiii im on my ipod...i cant fall asleep
96,1956989526,sadness,dont wanna work 11-830 tomorrow  but i get paid
97,1956989560,sadness,feels sad coz i wasnt able to play with the guys!!!  http://plurk.com/p/wxiux
98,1956989561,neutral,PrinceCharming
99,1956989601,hate,@ cayogial i wanted to come to BZ this summer :/ not so sure anymore... a teacher's life in the summer SUCKS
100,1956989914,worry,First ever dropped call on my mobile. On a call to @Telstra no less! ( being charged for data even though I have a data pack  )
101,1956990288,hate,@mrgenius23 You win ... SIGH Rakeem
102,1956990413,neutral,Oh is that time for real?
103,1956990568,sadness,Darn these allergies! I don't like this time of year because of this! I never used to have this problem either
104,1956990729,worry,Oh no one minute too late! Oh well
105,1956991009,hate,"@soviet_star Damn, that sucks"
106,1956991673,sadness,@cayogial i wanted to come to BZ this summer :/ not so sure anymore... a teacher's life in the summer SUCKS
107,1956991704,hate,@mileycyrus THIS WEBSITE GAVE ME A VIRUS! When i opened it more windows kept POPPING up
108,1956991723,worry,ahh! big scary bug flying around my room!!!!!
109,1956992030,sadness,"I wish she knew what she puts me through..She stole my heart, never gave it back..and occasionally she likes to be like look what I have!"
110,1956992144,worry,is up with a nasty cough i cant be sick i have a huge weekend ahead of me
111,1956992349,neutral,@justamedicine  That was stone cold   Crazy....  ?
112,1956993007,boredom,i'm so tired
113,1956993080,neutral,shift time  bbye biochem waaaaahhhhhh!! http://plurk.com/p/wxizo
114,1956993206,neutral,@melbournegirl I'm sure some1 will cum out and play. I'm workin through til midnight.
115,1956994067,neutral,@thecreativeone I second that. I wish it rained more where I am
116,1956995196,sadness,@neesabear early happy day of birth in case I don't make it! Very tired from therapy today n just taking my medicine!  misshu! Love ya!
117,1956995505,neutral,damn it were is Eric or anyone else when you need your hair to be played with
118,1956995679,neutral,I'm feel deflated. Ugh. No more dog.
119,1956995762,sadness,Allergies suck ducks nuts.     &lt;=====8@8=====&gt;
120,1956995852,neutral,Well it almost was a good day... Guess I just retry tomorrow
121,1956996081,hate,@IamYeTe Waraku is tasteless and expensive! Portion is so little!!!!!  re: waraku
122,1956996385,love,@freepbx sounds good. Appreciate the suggestion. Been a week now and we're still offline  Time to ask for a refund...
123,1956996470,worry,"@poinktoinkdoink He died.  Wait, what about Magic Jack? I just read it."
124,1956996673,hate,@britblackbird  youstinkatrespondingtotexts!
125,1956996730,sadness,wonders why her Karma points turned into 0.00.  http://plurk.com/p/wxj54
126,1956996765,happiness,"Need to pack for CALI CALI! Cannot waittt! Thinking a glass of wine is in order to celebrate my weekend vaca. Still work 2morrow, tho."
127,1956996776,sadness,Is miserable  i feel like im gona cry  sux!
128,1956997143,neutral,@megturney well I ran out of beer so I left. Not sure about the ETA. Waiting waiting waiting. Bleh  Gonna be a long nite methinks.
129,1956997352,worry,$#@! My nose stud fell out and I can't find it  Looks like I'll have to head into Amsterdam today and get a new one
130,1956997619,neutral,"claire @breakfastnt love the show, got into the office @ 5am and no radio"
131,1956998370,love,Pats in philly at 2 am. I love it. Mmm cheesesteak.  Miss my boyfriend   but I love vacation.
132,1956998532,sadness,*sigh* I'm going to bed... I just don't feel right anymore...
133,1956998538,neutral,What? I focused on Tom so much I didn't see my beloved Barack! Oh no! I must vote for both! Poor president only has 626 votes.
134,1956998698,neutral,@jwillock EpiCentre Wheelock Place - tourists only..
135,1956998704,sadness,Now I am depressed after watching so you think you can dance
136,1957000040,sadness,"Just cross 'cause I'm stuck twiddling my thumbs now, ugh"
137,1957000077,neutral,miss 16'th
138,1957000152,neutral,"@TheHarvardian I know. But like I said, I have no idea how long it takes for them to investigate this stuff."
139,1957000290,worry,"I cant sleep, but im too sore to move"
140,1957000314,neutral,@LaFloozita http://twitpic.com/4phze - Awe! I miss my baby
141,1957000336,empty,@softtouchme just answered you- never learned how to write in French- just basic stuff-
142,1957000372,neutral,what is it with chocolates? i just can never say no
143,1957000788,worry,Achieving a new appreciation on how a xml build script can really be painful and cumbersome
144,1957001049,neutral,@ether_radio i'm too awake now  ill have a nap this afternoon
145,1957001370,worry,@omfgiselle i cant do anything
146,1957001496,neutral,still needs another 6 hours of sleep
147,1957001506,relief,I'm at work
148,1957001854,fun,RIP leonardo. You were a great mini fiddler crab
149,1957001967,neutral,"Morning tweeple,way to early again"
150,1957002082,sadness,"Last day working for the Uni today, sad times"
151,1957002773,love,"@NisforNeemah thanks neemah. I'm gonna be soooo close to you and izzy, yet so far"
152,1957002923,worry,My head hurts so bad I could scream!
153,1957003048,worry,i just go up and IM SO TIRED and my airmatras is broken somewhere and now im in even more pain
154,1957003356,worry,New work wellness challenge not going well.  I committed to not check email between 10 pm and 6 am.  Failed on first day.  Twice
155,1957003440,worry,New blog post: [Blog] auto insuran...: I just found that my auto insurance policy had been expired. ( I am too careless  ...) .. Meanw ...
156,1957003715,neutral,"where are all ma bestfriends at ? , MIA or wat ?"
157,1957004184,worry,oh men!!!!!!......I really can't see my face........c'mon guys!!!
158,1957004519,worry,"I'm showing my age. Renewed my tags last week, went down $20. Got my insurance renewal email today, went down $100. I don't wanna be old"
159,1957004606,worry,my sole supporter is not my sole supporter
160,1957004749,hate,don't you hate it when you finish all your work and there's still 1.25 hours left of work time
161,1957005165,worry,@Emilyyy16 urgh stop it guys
162,1957005226,sadness,is still missing her husband.    I really want him home.
163,1957005279,sadness,I miss my puppy
164,1957005410,surprise,"2 days of this month left, and I only have 400MB left on my onpeak downloads."
165,1957005696,fun,@IdleThumbs Up is out?  I didn't get the memo   It looks amazing.
166,1957005713,sadness,@nzdeany I've given up on pizza - kids would never let me have my fav  (the hot ones)
167,1957005817,worry,Up reading tabloids about other people's lives...thinking what I'm gonna do with mine when my baby leaves?
168,1957006033,sadness,@BarbSchaefer yearling in pet home died... very sad for their whole family
169,1957006074,neutral,fun in the sun hmmm hell no it's cold
170,1957006098,worry,I got a giant splinter stuck up underneath my finger nail today at Muppets...it hurt.  But I got to go to First Aid for the first time!
171,1957006245,sadness,"@heresmyhello92 We hate change, so of course. We're fans for life. &lt;3 Oh and if we haven't met Rob by then something went horribly wrong."
172,1957006307,worry,is feeling sad... for some reason..  http://plurk.com/p/wxji3
173,1957006547,sadness,well fuck- this new pain med has an odd warning that actually applies to me. i can't take this. -chan is displeased.
174,1957006674,sadness,just uploaded my new blog... a painful story about an 80s year old man who cried because he wanted to die... very sad
175,1957006725,neutral,@juneyee i don't think so.  I WANT DETAILS.
176,1957006830,neutral,@jackgraycnn Hi...!!! Who is Mary Poppins???
177,1957006947,worry,"@jaychuck Its so addicting, but its kind of a curse to do them at night time. Everytime i do one, i feel like making music afterwards"
178,1957007167,neutral,my last tweet didn't send  bad phone
179,1957007268,fun,@relly1  OMG Ur alive!!! LOL  2day has gone sooo slow  I'm going insane Grrr You doing anything tonight?
180,1957007357,empty,Have a headache  I'm going to bed. Goodnight!
181,1957007394,neutral,@taxidermi  I was watching Parental Control
182,1957007437,fun,"@JessiJaeJoplin did you get them from california vintage? ahahah they have the BEST dresses, i want them but i dont have ebay"
183,1957007633,sadness,I just saw pics from this past Thanksgiving and am sad because Grandma was in them.
184,1957007981,worry,@jertronic it wont let me
185,1957008075,sadness,Took a shift tomorrow.    I don't really feel like working right now.
186,1957008193,sadness,but now i have no money for a phone
187,1957008287,worry,Spent last night in A&amp;E (ER). Wife tangled wheels with Daughter &amp; hit the deck. Dislocation &amp; fracture resulted.
188,1957008292,worry,@TheLastDoctor 9 days  I'm about ready to visit Torchwood and see if they've heard anything
189,1957008434,surprise,@Bern_morley where are you? In Bris? I can't hear any thunder
190,1957008478,surprise,"bec vs fat food   --- winner = fat food  but not this weeknend, ill beat it!"
191,1957008498,sadness,Too bad the Red Devils.. disappointing to say the least
192,1957008766,surprise,I had a dream about a pretty pretty beach and there was no beach when I woke up
193,1957008802,sadness,"@xdjio Have a 3ware 9650SE, not fast enough for 3x X25-M SSD RAID5. 800Mhz IOP on the HPT. Might try an Adaptec 5405 (1.2Ghz)."
194,1957008987,surprise,when da heck will the garage man get here I ask you.. WHEN..
195,1957009454,worry,"Ate Mandy, please forgive me. I really am sorry. I don't wanna lose my Bff"
196,1957009666,hate,@melluffsyew Umm yeah. That's probably a pretty good note to self because eeeeeewwwwwwww.
197,1957010072,worry,why are plane tickets so expensive
198,1957010329,fun,(@wendyisastar) @melluffsyew Umm yeah. That's probably a pretty good note to self because eeeeeewwwwwwww.
199,1957010415,worry,Needs a job BADLY!!!
200,1957011291,sadness,@AlexanderGWhite daaammmnnnnn I do wish I was there.
201,1957011738,worry,Went to Di Bella coffee roasters today and asked for a job...   The person I needed to speak to is on holiday...  #fb
202,1957012476,sadness,@yuki_hime I played up until the latter parts of the voodoo village part co-op until I lost my usual partner
203,1957012535,empty,@DymeDiva23 Nite. Now I'm up n bored as opposed to almost sleep frm b 4
204,1957012769,sadness,is a bad friend
205,1957013149,neutral,@rlcpbiatch happy birthdayyy! hope you have an awesome day. didn't see you at next last night!
206,1957013166,hate,@SparkDawgMusic im doing that shit right now ... im on vacation and you got me workin
207,1957013488,neutral,@aiderushton ill be over in an oir
208,1957013697,neutral,@only1kcj guess its a no go girlie. I'm still at the gym and work at 6:30am
209,1957013723,hate,would wish the severe migrains would stop!!! doc's prescriptions arent working
210,1957013804,love,@bobbyedner i missed the game
211,1957013885,sadness,"@moggy99 No internet last night; ER was brill, there was a massive explosion at the end of a nearby gas works ER on standby"
212,1957013895,hate,@tiffalo cuz airlines are super lame.
213,1957013896,sadness,@lenje - Still a pity it comes with no lamb though
214,1957014267,sadness,@bloomsday16  I'm sorry to hear that. Here is my optimist: Things will get better. For all of us.
215,1957014389,relief,"is done painting all the bedroom furniture, I still have to do the table but it will wait until after the move. Uggh moving in the heat"
216,1957014493,hate,I'm so very tired...and have insomnia.
217,1957014517,neutral,@juiceegapeach A hungry fool. Ill probably never see that Krispy Kreme again. Had to enjoy it. They closing down
218,1957014653,neutral,@yelgiuQnayR airport? and you didnt show up tonight homo!
219,1957014706,hate,"I hate Bakersfield and I hate the Ports, let me go home already.  I want to start my vacation."
220,1957015287,neutral,@MrRathbone what about me
221,1957015475,neutral,"Looking for desktop twitter app that will actually let you access URLs, any suggestions? I liked Twittle but no linking"
222,1957015719,worry,people in my house do not know how to close doors
223,1957016086,surprise,Why am I completing facebook quizzes at this time of the morning... especially a friday morning
224,1957016169,neutral,out with @lizzziemonster &amp; @jamiejamess i am soooo hungry
225,1957016339,worry,@munchkinhugs I don't like the possibility of the left side of my brain hurting because of the thing called a VP shunt and possible death
226,1957016697,sadness,Had to cancel wow for now
227,1957016818,worry,wants to make a music profile but i don't have money i don't know how to write music i don't know how to play an instrument and no studio
228,1957017164,sadness,@fairyfroggie But yeah...I'm sad about my &quot;Ravenclaw&quot; account. I love that account to bits.
229,1957017177,worry,"It's 1:15 AM, and I hear a helicopter flying over my house. That's kind of weird. In other news, my headache is back. BOOOOO."
230,1957017320,worry,@__sugar oh no  i am always here ;) &lt;3
231,1957017333,neutral,back from school. Ms Suhana's last day as our FT  OCU was okay. I'm playing ALTNOY over and over again.
232,1957017486,neutral,@ poll : was trying to get it to work in a powerpoint to no avail.
233,1957017522,happiness,"took a math test today. The day before the test, the teacher says bring your calculator. Luke was confident. Teacher decided no calcs."
234,1957017595,happiness,"omg, the concert was awesome, madrigals gave me chills on almost every piece...brooks also called up alumni, but i didnt get to go"
235,1957017610,neutral,"@livestrongnj yeah, it's terrible  cockatoos are the hardest to live with, so emotional. good thing he found you, though!!"
236,1957018061,sadness,Up late with nothin 2 do.....
237,1957018162,worry,i think the vog is making me sicker than i think. feeling slightly achy
238,1957018678,empty,"@TheTombert i was watching Harpers Island, lol... there was no vodka involved"
239,1957019034,worry,i am doing homework it sux big time maths is the worst!!!!!!
240,1957019121,neutral,"@Nymo would have been better, IMO, if it let you play through all 3 songs provided. I just start to &quot;get it&quot; and it blacks out."
241,1957019458,neutral,#3wordsaftersex it never started...
242,1957019556,sadness,sometimes i wish things could go back to the way they were the beginning of last summer
243,1957019715,worry,"I downloaded the new twitterfon update thinking they were fixing the typing problem for new tweets, but no, they didn't"
244,1957019766,empty,@tarng Trudy's off Burnet...the one up north that no one goes to
245,1957020180,sadness,"@kateisbored I feel the same way, but I guess no matter where you are there will always be memes."
246,1957020385,happiness,"I Can`t do 30 minutes of Treadmill  but done 30 minutes for today already, gonna do 20 minutes more"
247,1957020390,worry,i'm sooooooooooooo confused
248,1957020593,neutral,"With friends like VaikO,Nedumaran, LTTE didn't need enemies. Wrong advice at wrong time led to numerous deaths &amp; a lost cause as well"
249,1957020624,worry,"Work day 7 of 7,"
250,1957020702,happiness,Chillin with the roomies. Can't wait for the zombie CLWN CR. Its gonna be 6-8 weeks
251,1957020861,neutral,"I looove guitars, and playing them. I think they sound magnificent. If only i was better... If only"
252,1957021039,worry,"@SuperJerry No refunds but they do retrieve accounts, takes like a week. Just hoping the thief doesn't use hacks or then it's permaban"
253,1957021224,neutral,@mysticnz no im not  cries LOL
254,1957021305,sadness,Cute Malay girl came to seemy room for rent - sadly think it was for her guyfreind   bit misleading and disappointing LOL
255,1957021321,surprise,"@Gurlstrange EpiCentre Wheelock Place, 250 units &amp; for tourists only. Starting today"
256,1957021486,hate,I hate the new mt dew commercial..the one with a giant mosquito..it scares me and grosses me out all at the same time.
257,1957021631,neutral,Come on Knight... It's been well over 4 hours
258,1957022610,worry,not super keen on the drive home through the rain.. additional concentration required that i don't really wanna deal with
259,1957022799,surprise,@FoxxFiles aw u can't let me in on the secret!
260,1957023061,surprise,"@freshypanda Im sorry  I don't think I stick out, at least compared to what I used to look like."
261,1957023133,worry,"no transport for church  wont be making it, im crushed. Oh well, more time for assignments I suppose. My throat really hurts ..."
262,1957023263,hate,"i HATE when i see pregnant women smokinggg!!!! its sooo irresponsible n selfish! its saaad. ultimately, the baby is the one who suffers."
263,1957023739,hate,Lies...lies...lies....you just cant avoid to lie about practically...EVERYTHING!
264,1957023842,neutral,twittascope is NOT rocking my socks - go away already!!
265,1957023917,neutral,Driving Back home because I forgot the piece of cake for @v_era
266,1957024334,worry,@seemouserun so I tried jumping without the trampoline and its like thud* thud*  shouldn't have eaten that cookie.  http://myloc.me/1XIz
267,1957025428,sadness,"Everytime I send an email to my coach, I feel a need to practice.   shitty balls.  Lol"
268,1957026475,sadness,It's pissing me off and not letting me follow ericka
269,1957027495,sadness,Is going to sleep not peaceful  wanted to hear him say Good Night but that didn't happen  Good Night everyone....
270,1957027630,sadness,my mums trying to make me feel ebtter about stopping voting adn not winning shortstack. i almost cried.
271,1957027687,neutral,@koifusionpdx i was so close to the tacos...one spot too late
272,1957027841,empty,@msz_rockstar umm how bout em?..aint get 2 see da game  but i see dey survived anotha game of da series due to notin but Lebron im guessin
273,1957028656,surprise,is thinking so much and i'm at work
274,1957028775,worry,I have forgot the live with the Jonas Brothers on Facebook
275,1957028895,sadness,I haven't seen Muffin in two whole days!
276,1957029111,sadness,@YumiFujii i'll miss y'all back... give @LesleyBoudy my regards...
277,1957029634,surprise,my gap year is going so quick
278,1957029641,worry,"I have to admit, I'm a bit bummed out that I wasn't with my friends walking today...."
279,1957029899,neutral,@jennyvokals girl a blunt is soooooooo in my thoughts right now. I had an absolutly GREAT day with a few stressors...come home
280,1957030196,worry,my twitter has been hacked again
281,1957030545,sadness,Just found mj mouse flats at DJs. Of course there are none left in my size
282,1957030596,neutral,@passingcarss i wont have time to buy  and i need a new binder pa
283,1957030622,hate,@lanacaitlin  hahaha well its try its so ugly
284,1957030793,neutral,25-man Ulduar is hard...
285,1957031520,worry,"@jmoriarty I don't even want to know WHY you know about VHEMT, but don't go - we'd miss you"
286,1957031859,fun,@OooChelcyooO That's awesome! We have that this weekend too but I can't go because I'm moving this Sat.  I should be a lot of fun though
287,1957032014,neutral,night night twitter world. [still cant believe the thomas thing  tomorrow's gunna be FUN/SAD]
288,1957032051,neutral,@princess_oats this is happening to me too
289,1957032114,surprise,@qi_tah oh no.  *hugs*
290,1957032127,neutral,"@oxygen8705 bored now because i was talking to someone but now they're busy with something else  just kinda a bummer, idk"
291,1957032228,sadness,@xoshayzers i knoww  things won't be the samee &lt;/3
292,1957032539,worry,"OMG-ness it's 11:18 pm and I need to beup early to set up my garage sale it starts a 8am, wish I said 9am. I'm beat."
293,1957033043,happiness,@vinylvickxen i kno i doooo!!!!!!!!!! yall partyin with out me
294,1957033103,worry,"Okay, so twitter suddenly changed, how do I respond to messages now"
295,1957033219,neutral,ugh.. my dad just told me to read an article about Kavya Shivashankar the spellin bee girl..and be more like her.
296,1957033558,worry,Decided that no matter how good my hair looks curly it doesn't justify the burn I get from the curler! My hands covered  I suck at it!
297,1957033776,sadness,Going to sleep. Gonna fall asleep playing apps again. Tmrw is going to suck
298,1957033815,neutral,@ThaBillCollecta  YEA     I GOTTA BE UP AT 7:30
299,1957033874,hate,I hate when my bf beats da dogs. But I guess that the only way to teach these pitts.
300,1957033901,worry,sprained my ankle  like really badly and tore some stuffs. it hurts! and its my birthday weekend
301,1957034202,sadness,I can't believe the Metal Gear Solid song was stolen    I'm so disappointed  http://bit.ly/YKkSu
302,1957034289,hate,think i may have broke a toe at the bar tonight......thanks drunk girl for steppin all over me!!!!!
303,1957034434,neutral,"Not one sale done today at work. Explored balconies in the big theater w coworkers. A fun day, but void of chili fries and tips"
304,1957034566,sadness,@MacZombieRawr  I wish I had Left 4 Dead. But first I'd need something to play it on...
305,1957034940,neutral,@sillybabyjulie me too
306,1957034983,neutral,@digenis that story reminds of living in Portugal
307,1957035419,neutral,"@jhicks  youre diabetic?   so is my dad.  &amp; i might be too, not sure.  are you still allowed to eat sugar throughout the day?"
308,1957035564,happiness,I spilled my beer all over my leg. Wasted half my beer.  Home now. I met a cute girl. Good conversation.
309,1957035950,hate,my roommate @tess_tickle loves to ignore me
310,1957036183,neutral,@SuperFiasco  I'll make him nachos tomorrow. Better than if he would have made them himself.
311,1957037405,neutral,@MyDailyRoutine yeahhh. &amp;dont judge my pillow
312,1957037860,relief,"Scary lightning and thunder  I'm glad it's over now. Going to sleep, I hope I'm not late to school tomorow again. Haha"
313,1957038324,sadness,my teeth and head hurts
314,1957038398,sadness,I HATE rob zombie movies. &amp; the smell of weed. Vommmm.
315,1957038470,hate,"@jcwentz Maths and Science were the strongest for me i think..dunno bout geography, only did like 1 day of study for 1/2 a year of work!"
316,1957038475,boredom,Waiting in line @ tryst
317,1957038477,worry,Hope I get a job cuz we need an apartment. I'm drunk &amp; miss my lil punkin  TEHE!!!
318,1957038763,worry,just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to beover
319,1957038970,worry,I need to be held...  Gnite.
320,1957039203,worry,"Hanging out with sam, billy, and veronica. not going to school tomorrow to take sam to body shops. Dang car accidents"
321,1957039456,sadness,no more arrested development. i am sad.
322,1957039841,neutral,"@Giggles_xo  wicked , what time you leaving? how come you cant stay the night"
323,1957039894,sadness,omg i keep losing followers this is so sad  i want 90 one day....thats my goal ;D
324,1957039922,sadness,I feel so deflated. No more doggy.
325,1957039947,worry,@blood_rain i wanna see her hair  hows everyone?
326,1957040172,sadness,"I just had to empty my trash on the mac. that was one of THE MOST DIFFICULT things I have ever done in my life. 8,000 pictures are GONE."
327,1957040395,sadness,im contacting PAWS Philippines so i can find &quot;tiger&quot; a new owner. im so sad. i love my dog soo much
328,1957040988,sadness,just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to be over
329,1957041569,worry,Aww...  Pray for the arroyo family everyone!
330,1957041648,neutral,@the_babsi there's a manual process... but it's taking 4ever on my outlook database... pffff. crappy msft product
331,1957041745,sadness,Fuuudge. Movie store is closed
332,1957041767,sadness,ALO is so sad and quiet and empty tonight
